provider,latitude,longitude,parameter
airnow,41.685707,-71.169235,ozone
airnow,41.645381,-70.897504,ozone
airnow,41.330469,-70.785225,ozone
airnow,42.474642,-70.970816,ozone
airnow,42.770837,-71.10229,ozone
airnow,42.784792,-71.107028,ozone
airnow,42.605816,-72.596689,ozone
airnow,42.19438,-72.555112,ozone
airnow,42.298493,-72.334079,ozone
airnow,42.62668,-71.362068,ozone
airnow,42.612085,-71.306986,ozone
airnow,42.241229,-70.963346,ozone
airnow,42.211774,-71.11397,ozone
airnow,42.065106,-71.012129,ozone
airnow,42.3295,-71.0826,ozone
airnow,42.274319,-71.875511,ozone
airnow,42.099699,-71.619399,ozone
airnow,42.767786,-86.148577,ozone
airnow,44.616943,-86.109408,ozone
airnow,42.19779,-86.309694,ozone
airnow,41.89557,-86.001629,ozone
airnow,42.798339,-84.393795,ozone
airnow,43.047224,-83.670159,ozone
airnow,43.168336,-83.461541,ozone
airnow,43.836388,-82.6429,ozone
airnow,42.76138,-84.562867,ozone
airnow,42.278067,-85.54189,ozone
airnow,42.984173,-85.671339,ozone
airnow,43.176672,-85.416608,ozone
airnow,41.995568,-83.946559,ozone
airnow,42.731394,-82.793463,ozone
airnow,42.51334,-83.005971,ozone
airnow,44.307,-86.242649,ozone
airnow,43.953334,-86.294415,ozone
airnow,44.310555,-84.891865,ozone
airnow,43.278061,-86.311083,ozone
airnow,42.463063,-83.183199,ozone
airnow,42.894444,-85.852778,ozone
airnow,42.953336,-82.456229,ozone
airnow,46.288877,-85.950227,ozone
airnow,43.6138,-83.3591,ozone
airnow,42.240556,-83.599722,ozone
airnow,42.416636,-83.902185,ozone
airnow,42.228611,-83.208333,ozone
airnow,42.43084,-83.000138,ozone
airnow,44.18089,-85.738985,ozone
airnow,45.40184,-93.20306,ozone
airnow,45.13768,-93.207615,ozone
airnow,46.851811,-95.846272,ozone
airnow,47.8796,-95.0166,ozone
airnow,44.1364,-93.9813,ozone
airnow,46.713694,-92.511722,ozone
airnow,46.39674,-94.1303,ozone
airnow,44.473754,-93.012611,ozone
airnow,44.965242,-93.254759,ozone
airnow,47.948622,-91.495574,ozone
airnow,44.4438,-95.81789,ozone
airnow,46.2053,-93.75945,ozone
airnow,43.996908,-92.450366,ozone
airnow,48.41252,-92.829225,ozone
airnow,46.81826,-92.08936,ozone
airnow,44.791437,-93.512534,ozone
airnow,45.549839,-94.13345,ozone
airnow,45.168004,-92.765136,ozone
airnow,45.20916,-93.66921,ozone
airnow,33.750838,-90.734175,ozone
airnow,34.82056,-89.98778,ozone
airnow,30.300833,-89.395916,ozone
airnow,30.390369,-89.049778,ozone
airnow,32.329111,-90.182722,ozone
airnow,32.346722,-90.225667,ozone
airnow,30.378287,-88.53393,ozone
airnow,32.364565,-88.731491,ozone
airnow,34.264917,-88.766222,ozone
airnow,34.002747,-89.799183,ozone
airnow,39.9544,-94.849,ozone
airnow,39.07803,-92.31632,ozone
airnow,38.70608,-92.09308,ozone
airnow,38.75961,-94.57983,ozone
airnow,37.70097,-94.03474,ozone
airnow,39.407452,-94.265373,ozone
airnow,39.303174,-94.377014,ozone
airnow,39.331913,-94.580931,ozone
airnow,39.53063,-94.55594,ozone
airnow,37.256137,-93.299894,ozone
airnow,37.319186,-93.204411,ozone
airnow,37.2385,-94.42468,ozone
airnow,38.44853,-90.3986,ozone
airnow,39.04577,-90.84927,ozone
airnow,39.474976,-91.788991,ozone
airnow,37.70264,-89.69864,ozone
airnow,38.872546,-90.226488,ozone
airnow,38.8994,-90.44917,ozone
airnow,37.90084,-90.42388,ozone
airnow,38.49015,-90.70509,ozone
airnow,38.71085,-90.47606,ozone
airnow,38.656429,-90.198348,ozone
airnow,46.411389,-105.812778,ozone
airnow,47.048537,-109.455315,ozone
airnow,48.5103,-113.99681,ozone
airnow,46.8505,-111.987164,ozone
airnow,46.842181,-114.021499,ozone
airnow,47.8679,-104.676944,ozone
airnow,45.806311,-108.425978,ozone
airnow,41.247486,-95.973142,ozone
airnow,41.322508,-95.938593,ozone
airnow,42.829154,-97.854129,ozone
airnow,42.74749,-97.92823,ozone
airnow,40.98498,-96.671373,ozone
airnow,42.71,-103.591,ozone
airnow,39.472471,-118.783624,ozone
airnow,36.815897,-114.050347,ozone
airnow,36.40493,-114.8799,ozone
airnow,36.106389,-115.253333,ozone
airnow,36.004733,-115.268517,ozone
airnow,36.16976,-115.263038,ozone
airnow,36.173415,-115.332728,ozone
airnow,36.270592,-115.238282,ozone
airnow,36.048705,-115.052942,ozone
airnow,35.987908,-115.148885,ozone
airnow,36.141875,-115.078742,ozone
airnow,35.969848,-114.835007,ozone
airnow,35.785665,-115.357087,ozone
airnow,36.214465,-115.091437,ozone
airnow,36.318874,-115.586128,ozone
airnow,36.569333,-115.676651,ozone
airnow,40.733,-115.23,ozone
airnow,39.602787,-119.247741,ozone
airnow,39.469219,-119.775354,ozone
airnow,39.399837,-119.739606,ozone
airnow,39.521933,-119.7954,ozone
airnow,39.540917,-119.746761,ozone
airnow,39.621434,-119.71877,ozone
airnow,39.250409,-119.956738,ozone
airnow,39.645264,-119.840025,ozone
airnow,39.00512,-114.21593,ozone
airnow,39.1447,-119.7661,ozone
airnow,43.567989,-71.498328,ozone
airnow,43.52496,-71.466336,ozone
airnow,42.930521,-72.272332,ozone
airnow,44.270093,-71.303821,ozone
airnow,44.308132,-71.217639,ozone
airnow,43.629605,-72.309499,ozone
airnow,43.944519,-71.700788,ozone
airnow,42.718653,-71.522416,ozone
airnow,42.86183,-71.878626,ozone
airnow,43.2185,-71.5145,ozone
airnow,43.075371,-70.748017,ozone
airnow,43.045269,-70.713958,ozone
airnow,42.862531,-71.38014,ozone
airnow,39.464872,-74.448736,ozone
airnow,40.870436,-73.991994,ozone
airnow,39.934559,-75.125219,ozone
airnow,39.923969,-75.122317,ozone
airnow,39.68425,-74.861491,ozone
airnow,39.422273,-75.025204,ozone
airnow,39.800339,-75.212119,ozone
airnow,40.67025,-74.126081,ozone
airnow,40.515262,-74.806671,ozone
airnow,40.283092,-74.742613,ozone
airnow,40.3125,-74.8729,ozone
airnow,40.462182,-74.429439,ozone
airnow,40.277647,-74.0051,ozone
airnow,40.787628,-74.676301,ozone
airnow,40.06483,-74.44405,ozone
airnow,41.058617,-74.255544,ozone
airnow,40.92458,-75.067815,ozone
airnow,35.1343,-106.5852,ozone
airnow,35.01708,-106.65739,ozone
airnow,35.1852,-106.50815,ozone
airnow,35.063569,-106.647503,ozone
airnow,33.22,-108.235,ozone
airnow,31.930659,-106.631103,ozone
airnow,32.041212,-106.40971,ozone
airnow,31.796218,-106.584434,ozone
airnow,31.787885,-106.683324,ozone
airnow,32.317593,-106.768337,ozone
airnow,32.178157,-104.443447,ozone
airnow,32.380118,-104.262726,ozone
airnow,32.726656,-103.122917,ozone
airnow,36.187742,-106.698369,ozone
airnow,35.299484,-106.548914,ozone
airnow,36.742227,-107.977567,ozone
airnow,36.809735,-107.652192,ozone
airnow,36.035,-107.904167,ozone
airnow,36.796667,-108.473138,ozone
airnow,36.8071,-108.69523,ozone
airnow,35.61975,-106.07968,ozone
airnow,34.8147,-106.7396,ozone
airnow,42.68075,-73.75733,ozone
airnow,40.816,-73.902,ozone
airnow,40.8679,-73.87809,ozone
airnow,42.49963,-79.31881,ozone
airnow,41.78555,-73.74136,ozone
airnow,42.99328,-78.77153,ozone
airnow,44.36608,-73.90312,ozone
airnow,44.39308,-73.8589,ozone
airnow,43.44957,-74.51625,ozone
airnow,44.08747,-75.97316,ozone
airnow,43.14618,-77.54817,ozone
airnow,40.81976,-73.94825,ozone
airnow,43.22386,-78.47888,ozone
airnow,43.05235,-76.05921,ozone
airnow,43.28428,-76.46324,ozone
airnow,41.45589,-73.70977,ozone
airnow,40.73614,-73.82153,ozone
airnow,40.58027,-74.19832,ozone
airnow,41.18208,-74.02819,ozone
airnow,43.01209,-73.6489,ozone
airnow,42.09142,-77.20978,ozone
airnow,40.74529,-73.41919,ozone
airnow,40.96078,-72.71238,ozone
airnow,40.82799,-73.05754,ozone
airnow,40.961017,-73.139046,ozone
airnow,42.4006,-76.6538,ozone
airnow,43.23086,-77.17136,ozone
airnow,41.05192,-73.76366,ozone
airnow,35.9138,-81.191,ozone
airnow,35.972347,-81.933072,ozone
airnow,35.500102,-82.59986,ozone
airnow,35.9359,-81.5306,ozone
airnow,34.8848,-76.6203,ozone
airnow,36.307033,-79.467417,ozone
airnow,35.002304,-78.991692,ozone
airnow,35.1487,-78.7068,ozone
airnow,36.032955,-78.904037,ozone
airnow,35.988278,-77.5843,ozone
airnow,36.11094,-80.224501,ozone
airnow,36.026612,-80.341962,ozone
airnow,36.051805,-80.144933,ozone
airnow,35.2578,-83.7955,ozone
airnow,36.141111,-78.768056,ozone
airnow,36.109006,-79.802314,ozone
airnow,35.507224,-82.963625,ozone
airnow,35.379167,-82.7925,ozone
airnow,35.587144,-83.074156,ozone
airnow,35.59095,-78.4622,ozone
airnow,35.2318,-77.5669,ozone
airnow,35.438556,-81.27675,ozone
airnow,35.0608,-83.4306,ozone
airnow,35.81066,-76.9063,ozone
airnow,35.2401,-80.785683,ozone
airnow,35.314158,-80.713469,ozone
airnow,35.2632,-79.8365,ozone
airnow,34.364167,-77.838611,ozone
airnow,36.306965,-79.09197,ozone
airnow,35.641276,-77.360126,ozone
airnow,36.308889,-79.859167,ozone
airnow,35.551868,-80.395039,ozone
airnow,35.434767,-83.442133,ozone
airnow,35.498711,-83.310242,ozone
airnow,34.974039,-80.540622,ozone
airnow,35.856111,-78.574167,ozone
airnow,35.765413,-82.264944,ozone
airnow,46.8943,-103.37853,ozone
airnow,48.64193,-102.4018,ozone
airnow,46.825425,-100.76821,ozone
airnow,46.933754,-96.85535,ozone
airnow,47.342423,-102.645864,ozone
airnow,47.5812,-103.2995,ozone
airnow,47.298611,-101.766944,ozone
airnow,47.185833,-101.428056,ozone
airnow,47.940861,-101.571583,ozone
airnow,40.770944,-84.0539,ozone
airnow,41.959695,-80.572808,ozone
airnow,39.529112,-84.394003,ozone
airnow,39.384671,-84.540537,ozone
airnow,39.5327,-84.7286,ozone
airnow,40.00103,-83.80456,ozone
airnow,39.85567,-83.99773,ozone
airnow,39.0828,-84.1441,ozone
airnow,39.427535,-83.788916,ozone
airnow,41.55523,-81.575256,ozone
airnow,41.492117,-81.678449,ozone
airnow,41.361835,-81.86457,ozone
airnow,41.536942,-81.458871,ozone
airnow,40.356694,-83.063971,ozone
airnow,40.084514,-82.815585,ozone
airnow,40.0877,-82.959773,ozone
airnow,41.515051,-81.249906,ozone
airnow,39.66575,-83.94268,ozone
airnow,39.2787,-84.36625,ozone
airnow,39.21487,-84.69086,ozone
airnow,39.12886,-84.50404,ozone
airnow,40.3663,-80.6158,ozone
airnow,40.27886,-82.679563,ozone
airnow,41.673006,-81.422455,ozone
airnow,41.726811,-81.242156,ozone
airnow,38.62901,-82.45886,ozone
airnow,38.508075,-82.659241,ozone
airnow,40.026037,-82.432996,ozone
airnow,39.954457,-82.75892,ozone
airnow,41.420882,-82.095729,ozone
airnow,41.644067,-83.54616,ozone
airnow,41.4942,-83.718949,ozone
airnow,41.669001,-83.28717,ozone
airnow,39.78819,-83.47606,ozone
airnow,41.106182,-80.640576,ozone
airnow,41.0604,-81.9239,ozone
airnow,40.08502,-84.113808,ozone
airnow,39.785644,-84.134412,ozone
airnow,39.9428,-81.3373,ozone
airnow,41.182466,-81.330486,ozone
airnow,39.83562,-84.720524,ozone
airnow,40.82812,-81.3785,ozone
airnow,40.712703,-81.598078,ozone
airnow,40.93133,-81.123519,ozone
airnow,41.103028,-81.496253,ozone
airnow,41.240453,-80.66272,ozone
airnow,41.454568,-80.589528,ozone
airnow,39.42689,-84.20077,ozone
airnow,39.432117,-81.460443,ozone
airnow,41.377685,-83.611104,ozone
airnow,35.750735,-94.669697,ozone
airnow,35.479215,-97.751503,ozone
airnow,34.244189,-97.462931,ozone
airnow,35.320105,-97.484099,ozone
airnow,34.63298,-98.42879,ozone
airnow,36.105481,-96.361196,ozone
airnow,36.158414,-98.931973,ozone
airnow,34.226639,-98.03544,ozone
airnow,34.214818,-96.676936,ozone
airnow,34.984686,-97.522753,ozone
airnow,36.228408,-95.249943,ozone
airnow,35.477801,-97.303044,ozone
airnow,35.614131,-97.475083,ozone
airnow,36.35586,-96.01243,ozone
airnow,36.922222,-94.838889,ozone
airnow,34.885608,-95.78441,ozone
airnow,34.776389,-96.677778,ozone
airnow,35.40814,-94.524413,ozone
airnow,35.953708,-96.004975,ozone
airnow,36.133802,-95.764537,ozone
airnow,36.204902,-95.976537,ozone
airnow,36.908115,-95.88235,ozone
airnow,45.25928,-122.588151,ozone
airnow,45.768531,-122.7721,ozone
airnow,44.021896,-121.260166,ozone
airnow,42.229891,-122.7877,ozone
airnow,44.026312,-123.083737,ozone
airnow,43.8345,-123.0353,ozone
airnow,44.81029,-122.915085,ozone
airnow,45.014998,-122.790382,ozone
airnow,44.943114,-123.005934,ozone
airnow,45.496641,-122.602877,ozone
airnow,45.828968,-119.262991,ozone
airnow,45.3992,-122.7455,ozone
airnow,39.92002,-77.30968,ozone
airnow,39.9231,-77.3078,ozone
airnow,40.46542,-79.960757,ozone
airnow,40.375644,-80.169943,ozone
airnow,40.617488,-79.727664,ozone
airnow,40.814183,-79.56475,ozone
airnow,40.684722,-80.359722,ozone
airnow,40.691857,-80.299211,ozone
airnow,40.747796,-80.316442,ozone
airnow,40.51408,-75.789721,ozone
airnow,40.38335,-75.9686,ozone
airnow,40.535278,-78.370833,ozone
airnow,41.705226,-76.512726,ozone
airnow,40.107222,-74.882222,ozone
airnow,40.309722,-78.915,ozone
airnow,40.811389,-77.877028,ozone
airnow,40.7208,-77.9319,ozone
airnow,39.834461,-75.768242,ozone
airnow,40.246992,-76.846988,ozone
airnow,40.272222,-76.681389,ozone
airnow,39.835556,-75.3725,ozone
airnow,41.598119,-78.767867,ozone
airnow,42.14175,-80.038611,ozone
airnow,39.917663,-79.805499,ozone
airnow,39.961111,-77.475556,ozone
airnow,39.80933,-80.26567,ozone
airnow,40.56333,-78.919972,ozone
airnow,41.479116,-75.578186,ozone
airnow,41.442778,-75.623056,ozone
airnow,40.046667,-76.283333,ozone
airnow,40.043833,-76.1124,ozone
airnow,40.995848,-80.346442,ozone
airnow,40.338516,-76.394788,ozone
airnow,40.611944,-75.4325,ozone
airnow,41.2508,-76.9238,ozone
airnow,41.215014,-80.484779,ozone
airnow,41.4271,-80.1451,ozone
airnow,41.08306,-75.32328,ozone
airnow,40.112222,-75.309167,ozone
airnow,40.628056,-75.341111,ozone
airnow,40.008889,-75.09778,ozone
airnow,40.076389,-75.011944,ozone
airnow,39.991389,-75.080833,ozone
airnow,39.9878,-79.2515,ozone
airnow,41.644722,-76.939167,ozone
airnow,40.146667,-79.902222,ozone
airnow,40.445278,-80.420833,ozone
airnow,40.268963,-80.243995,ozone
airnow,40.304694,-79.505667,ozone
airnow,39.965278,-76.699444,ozone
airnow,39.86097,-76.462055,ozone
airnow,41.615237,-71.72,ozone
airnow,41.841039,-71.36097,ozone
airnow,41.49511,-71.423705,ozone
airnow,41.377434,-71.524337,ozone
airnow,33.342226,-81.788731,ozone
airnow,34.635958,-82.810667,ozone
airnow,33.183016,-80.030712,ozone
airnow,32.941023,-79.657187,ozone
airnow,34.615367,-80.198787,ozone
airnow,34.285696,-79.744859,ozone
airnow,33.739963,-81.853635,ozone
airnow,34.751848,-82.256701,ozone
airnow,33.8005,-78.9941,ozone
airnow,34.093959,-80.962304,ozone
airnow,33.81468,-80.781135,ozone
airnow,34.131262,-80.868318,ozone
airnow,34.988706,-82.075802,ozone
airnow,34.977,-81.207,ozone
airnow,34.9127,-80.8745,ozone
airnow,44.348604,-96.807299,ozone
airnow,42.78943,-96.90383,ozone
airnow,44.89965,-97.128802,ozone
airnow,43.55764,-103.48386,ozone
airnow,43.74561,-101.941218,ozone
airnow,44.155636,-103.315765,ozone
airnow,43.59901,-96.78331,ozone
airnow,35.96504,-84.22319,ozone
airnow,35.63348,-83.941606,ozone
airnow,35.603056,-83.783611,ozone
airnow,36.46983,-83.826511,ozone
airnow,36.205055,-86.74472,ozone
airnow,36.150799,-86.623297,ozone
airnow,36.0388,-85.7331,ozone
airnow,35.233476,-85.181581,ozone
airnow,35.102638,-85.162194,ozone
airnow,36.105629,-83.602077,ozone
airnow,36.085508,-83.764806,ozone
airnow,36.019186,-83.87381,ozone
airnow,35.721095,-84.343035,ozone
airnow,35.696758,-83.609612,ozone
airnow,35.562872,-83.497941,ozone
airnow,35.217501,-90.019707,ozone
airnow,35.151699,-89.850249,ozone
airnow,35.378153,-89.83447,ozone
airnow,36.541365,-82.424555,ozone
airnow,36.58211,-82.485742,ozone
airnow,36.29756,-86.653137,ozone
airnow,35.949765,-87.138246,ozone
airnow,36.060895,-86.286291,ozone
airnow,31.122419,-97.431052,ozone
airnow,31.088002,-97.679734,ozone
airnow,29.51509,-98.620166,ozone
airnow,29.632058,-98.564936,ozone
airnow,29.275381,-98.311692,ozone
airnow,29.520443,-95.392509,ozone
airnow,29.043759,-95.472946,ozone
airnow,29.30265,-103.17781,ozone
airnow,26.200335,-97.712684,ozone
airnow,33.1324,-96.786419,ozone
airnow,32.820061,-96.860117,ozone
airnow,32.919206,-96.808498,ozone
airnow,32.676451,-96.87206,ozone
airnow,33.219069,-97.196284,ozone
airnow,33.410648,-96.94459,ozone
airnow,32.175417,-96.870189,ozone
airnow,31.785769,-106.323578,ozone
airnow,31.765685,-106.455227,ozone
airnow,31.746775,-106.402806,ozone
airnow,31.6675,-106.288,ozone
airnow,31.893913,-106.425827,ozone
airnow,31.86247,-106.5473,ozone
airnow,29.254474,-94.861289,ozone
airnow,32.378696,-94.711813,ozone
airnow,29.901036,-95.326137,ozone
airnow,29.802707,-95.125495,ozone
airnow,30.039524,-95.673951,ozone
airnow,29.828086,-95.284096,ozone
airnow,29.834167,-95.489167,ozone
airnow,29.623889,-95.474167,ozone
airnow,29.695729,-95.499219,ozone
airnow,29.625556,-95.267222,ozone
airnow,29.723333,-95.635833,ozone
airnow,29.686389,-95.294722,ozone
airnow,29.772915,-95.395784,ozone
airnow,29.758889,-95.079444,ozone
airnow,29.827158,-94.988423,ozone
airnow,29.767997,-95.220582,ozone
airnow,29.733726,-95.257593,ozone
airnow,29.670025,-95.128508,ozone
airnow,29.583047,-95.015544,ozone
airnow,32.669001,-94.167468,ozone
airnow,26.226343,-98.29085,ozone
airnow,32.442304,-97.803529,ozone
airnow,33.153088,-96.115572,ozone
airnow,30.036422,-94.071061,ozone
airnow,29.897516,-93.991084,ozone
airnow,29.863957,-94.317802,ozone
airnow,29.727931,-93.894081,ozone
airnow,29.9425,-94.000556,ozone
airnow,29.979958,-94.004746,ozone
airnow,32.353595,-97.436742,ozone
airnow,32.564968,-96.317687,ozone
airnow,31.653086,-97.070704,ozone
airnow,30.350302,-95.425128,ozone
airnow,32.031934,-96.399141,ozone
airnow,27.76534,-97.434262,ozone
airnow,27.832413,-97.555387,ozone
airnow,30.085263,-93.761341,ozone
airnow,32.868773,-97.905931,ozone
airnow,30.7017,-94.6742,ozone
airnow,34.8803,-101.6649,ozone
airnow,32.936523,-96.459211,ozone
airnow,32.344027,-95.415754,ozone
airnow,32.987891,-97.477175,ozone
airnow,32.80581,-97.356529,ozone
airnow,32.922492,-97.282099,ozone
airnow,32.98426,-97.063721,ozone
airnow,32.65637,-97.088598,ozone
airnow,30.354944,-97.761803,ozone
airnow,30.483163,-97.875084,ozone
airnow,28.836214,-97.005525,ozone
airnow,27.507904,-99.523949,ozone
airnow,41.485007,-112.021476,ozone
airnow,41.945874,-112.233973,ozone
airnow,41.842649,-111.852199,ozone
airnow,39.59575,-110.770111,ozone
airnow,40.902967,-111.884467,ozone
airnow,40.294178,-110.009732,ozone
airnow,40.216779,-110.182742,ozone
airnow,38.566055,-109.53716,ozone
airnow,37.74743,-113.055525,ozone
airnow,40.569,-111.659,ozone
airnow,40.598056,-111.894167,ozone
airnow,40.736389,-111.872222,ozone
airnow,40.78422,-111.931,ozone
airnow,40.496392,-112.036298,ozone
airnow,40.709762,-112.00876,ozone
airnow,40.777145,-111.945849,ozone
airnow,40.807897,-112.087717,ozone
airnow,40.766528,-111.82835,ozone
airnow,40.662961,-111.901851,ozone
airnow,37.823,-109.771,ozone
airnow,38.45832,-109.82126,ozone
airnow,40.60055,-112.35578,ozone
airnow,40.538,-109.7,ozone
airnow,40.4372,-109.3047,ozone
airnow,40.46471,-109.561472,ozone
airnow,40.206291,-109.353932,ozone
airnow,40.05671,-109.688108,ozone
airnow,40.483598,-109.906796,ozone
airnow,40.341389,-111.713611,ozone
airnow,40.136378,-111.657936,ozone
airnow,40.497962,-111.39763,ozone
airnow,37.179125,-113.305096,ozone
airnow,37.1983,-113.1506,ozone
airnow,41.303614,-111.987871,ozone
airnow,42.88759,-73.24984,ozone
airnow,44.52839,-72.86884,ozone
airnow,43.608056,-72.982778,ozone
airnow,38.07657,-78.50397,ozone
airnow,38.8577,-77.05922,ozone
airnow,38.20087,-77.37742,ozone
airnow,37.34438,-77.25925,ozone
airnow,37.35748,-77.59355,ozone
airnow,38.77335,-77.10468,ozone
airnow,38.47367,-77.76772,ozone
airnow,39.28102,-78.08157,ozone
airnow,37.3232,-80.4572,ozone
airnow,37.60613,-77.2188,ozone
airnow,37.55652,-77.40027,ozone
airnow,39.02473,-77.48925,ozone
airnow,38.5231,-78.43471,ozone
airnow,37.1655,-78.3069,ozone
airnow,38.85287,-77.63462,ozone
airnow,37.28342,-79.88452,ozone
airnow,37.62668,-79.51257,ozone
airnow,38.47753,-78.81952,ozone
airnow,38.48123,-77.3704,ozone
airnow,36.89117,-81.25423,ozone
airnow,37.103733,-76.387017,ozone
airnow,36.90118,-76.43808,ozone
airnow,36.66525,-76.73078,ozone
airnow,46.204582,-119.243743,ozone
airnow,48.29786,-124.62491,ozone
airnow,45.616667,-122.516667,ozone
airnow,46.2026,-117.9539,ozone
airnow,47.5525,-122.064722,ozone
airnow,47.49022,-121.77278,ozone
airnow,47.1411,-121.9379,ozone
airnow,47.568236,-122.308628,ozone
airnow,46.7841,-121.740367,ozone
airnow,48.52059,-122.61428,ozone
airnow,47.41645,-117.52997,ozone
airnow,47.82728,-117.27422,ozone
airnow,47.029396,-122.821548,ozone
airnow,48.95074,-122.55441,ozone
airnow,39.448105,-77.963845,ozone
airnow,38.410242,-82.432436,ozone
airnow,37.908533,-80.632633,ozone
airnow,40.427372,-80.592318,ozone
airnow,38.346258,-81.621161,ozone
airnow,39.649444,-79.920278,ozone
airnow,40.114876,-80.700972,ozone
airnow,39.0905,-79.6617,ozone
airnow,39.323533,-81.552367,ozone
airnow,46.60234,-90.65615,ozone
airnow,44.53098,-87.90799,ozone
airnow,43.31551,-89.10889,ozone
airnow,43.10101,-89.35768,ozone
airnow,43.46611,-88.62111,ozone
airnow,45.2384,-86.994,ozone
airnow,44.76249,-91.41445,ozone
airnow,43.6874,-88.42205,ozone
airnow,45.56498,-88.80859,ozone
airnow,43.0034,-88.8283,ozone
airnow,42.50472,-87.8093,ozone
airnow,42.5956,-87.88576,ozone
airnow,44.44312,-87.50525,ozone
airnow,43.7775,-91.2269,ozone
airnow,44.13862,-87.61612,ozone
airnow,44.70735,-89.77192,ozone
airnow,43.01724,-87.93369,ozone
airnow,43.09456,-87.90144,ozone
airnow,43.1818,-87.901,ozone
airnow,44.30738,-88.39509,ozone
airnow,43.34317,-87.92087,ozone
airnow,43.4983,-87.8102,ozone
airnow,42.77711,-87.79689,ozone
airnow,42.51831,-89.06347,ozone
airnow,43.4351,-89.67979,ozone
airnow,43.66737,-87.71631,ozone
airnow,43.815596,-87.792235,ozone
airnow,45.2066,-90.5969,ozone
airnow,46.0519,-89.654,ozone
airnow,42.66218,-88.48703,ozone
airnow,43.020075,-88.21507,ozone
airnow,41.3642,-106.2399,ozone
airnow,44.28,-108.041111,ozone
airnow,44.6522,-105.2903,ozone
airnow,43.101281,-105.498931,ozone
airnow,42.529999,-108.720003,ozone
airnow,43.081667,-107.549444,ozone
airnow,43.87483,-106.50974,ozone
airnow,41.08536,-104.52277,ozone
airnow,41.182227,-104.778334,ozone
airnow,41.783083,-110.53788,ozone
airnow,42.82231,-106.36501,ozone
airnow,42.8608,-106.23586,ozone
airnow,44.933611,-106.847222,ozone
airnow,44.803888,-106.961388,ozone
airnow,42.719,-109.753,ozone
airnow,42.7907,-110.0551,ozone
airnow,42.869824,-109.87076,ozone
airnow,42.486361,-110.098861,ozone
airnow,42.373499,-109.560498,ozone
airnow,42.967,-109.748,ozone
airnow,43.392,-109.913,ozone
airnow,42.9288,-109.788,ozone
airnow,41.588856,-109.237842,ozone
airnow,41.677667,-108.024835,ozone
airnow,41.750556,-109.788333,ozone
airnow,43.670833,-110.599472,ozone
airnow,44.56536,-110.40034,ozone
airnow,43.873056,-104.191944,ozone
airnow,18.420089,-66.150615,ozone
airnow,18.216038,-67.144107,ozone
airnow,31.291293,-110.951513,ozone
airnow,32.466389,-114.768611,ozone
airnow,30.497478,-87.880258,pm2.5
airnow,33.284928,-85.803608,pm2.5
airnow,34.288567,-85.969858,pm2.5
airnow,33.98821,-85.992556,pm2.5
airnow,33.553056,-86.815,pm2.5
airnow,33.331111,-87.003611,pm2.5
airnow,33.545278,-86.549167,pm2.5
airnow,33.499722,-86.924167,pm2.5
airnow,34.68547,-86.58816,pm2.5
airnow,30.770181,-88.087761,pm2.5
airnow,32.412811,-86.263394,pm2.5
airnow,34.530717,-86.967536,pm2.5
airnow,32.362606,-88.277992,pm2.5
airnow,33.095379,-87.481507,pm2.5
airnow,61.205861,-149.824602,pm2.5
airnow,64.84593,-147.69327,pm2.5
airnow,61.52275,-149.083639,pm2.5
airnow,34.2439,-113.5586,pm2.5
airnow,33.48378,-112.14256,pm2.5
airnow,33.41018,-111.86536,pm2.5
airnow,33.56031,-112.06619,pm2.5
airnow,33.57453,-112.19193,pm2.5
airnow,33.40314,-112.07526,pm2.5
airnow,33.41123,-111.93471,pm2.5
airnow,33.41046,-112.00264,pm2.5
airnow,33.4265,-112.11821,pm2.5
airnow,33.503833,-112.095767,pm2.5
airnow,35.540017,-113.410782,pm2.5
airnow,32.322661,-111.038389,pm2.5
airnow,32.29515,-110.9823,pm2.5
airnow,32.194671,-111.033167,pm2.5
airnow,32.877583,-111.752222,pm2.5
airnow,33.421194,-111.503222,pm2.5
airnow,32.884761,-112.03705,pm2.5
airnow,31.337204,-110.936718,pm2.5
airnow,32.690278,-114.61444,pm2.5
airnow,34.756189,-92.281296,pm2.5
airnow,37.687526,-121.784217,pm2.5
airnow,37.743065,-122.169935,pm2.5
airnow,37.814781,-122.282347,pm2.5
airnow,37.793624,-122.263376,pm2.5
airnow,37.864767,-122.302741,pm2.5
airnow,37.701222,-121.903019,pm2.5
airnow,39.76168,-121.84047,pm2.5
airnow,38.20185,-120.680277,pm2.5
airnow,39.021221,-122.281803,pm2.5
airnow,39.18919,-121.99887,pm2.5
airnow,37.936013,-122.026154,pm2.5
airnow,37.9604,-122.356811,pm2.5
airnow,36.78538,-119.77321,pm2.5
airnow,36.985119,-119.658339,pm2.5
airnow,36.634225,-120.382331,pm2.5
airnow,36.710833,-119.7775,pm2.5
airnow,36.819449,-119.716433,pm2.5
airnow,36.72639,-119.733,pm2.5
airnow,41.047117,-123.675233,pm2.5
airnow,32.67618,-115.48307,pm2.5
airnow,32.97833,-115.53917,pm2.5
airnow,32.79222,-115.56306,pm2.5
airnow,37.360684,-118.330783,pm2.5
airnow,36.487823,-117.871036,pm2.5
airnow,36.595556,-118.049167,pm2.5
airnow,37.362137,-118.417478,pm2.5
airnow,37.155494,-118.293547,pm2.5
airnow,35.385574,-119.015009,pm2.5
