provider,latitude,longitude,parameter
airnow,35.642943,-117.715066,pm2.5
airnow,35.04944,-118.18893,pm2.5
airnow,36.102244,-119.56565,pm2.5
airnow,36.31567,-119.643447,pm2.5
airnow,34.06659,-118.22688,pm2.5
airnow,33.901389,-118.205,pm2.5
airnow,33.859662,-118.200707,pm2.5
airnow,33.793713,-118.171019,pm2.5
airnow,34.725389,-118.178601,pm2.5
airnow,36.953256,-120.034203,pm2.5
airnow,37.97231,-122.520004,pm2.5
airnow,39.15047,-123.20655,pm2.5
airnow,39.39861,-123.35872,pm2.5
airnow,37.289732,-120.429718,pm2.5
airnow,37.30832,-120.480456,pm2.5
airnow,37.962069,-119.120278,pm2.5
airnow,36.48187,-121.73333,pm2.5
airnow,36.209286,-121.126371,pm2.5
airnow,36.694261,-121.623271,pm2.5
airnow,39.233477,-121.055608,pm2.5
airnow,39.32783,-120.184592,pm2.5
airnow,33.83062,-117.93845,pm2.5
airnow,38.93568,-121.09959,pm2.5
airnow,38.74643,-121.26498,pm2.5
airnow,39.939567,-120.944376,pm2.5
airnow,39.81336,-120.47069,pm2.5
airnow,33.71969,-116.1897,pm2.5
airnow,33.944713,-116.830074,pm2.5
airnow,33.72537,-116.206842,pm2.5
airnow,33.99958,-117.41601,pm2.5
airnow,33.99636,-117.4924,pm2.5
airnow,38.613779,-121.368014,pm2.5
airnow,38.56844,-121.49311,pm2.5
airnow,38.683304,-121.164457,pm2.5
airnow,38.593322,-121.503795,pm2.5
airnow,38.494475,-121.211131,pm2.5
airnow,36.843425,-121.3621,pm2.5
airnow,34.030833,-117.61722,pm2.5
airnow,34.510961,-117.32554,pm2.5
airnow,34.26464,-116.86147,pm2.5
airnow,32.631242,-117.059088,pm2.5
airnow,32.6509,-116.365,pm2.5
airnow,32.842318,-116.768293,pm2.5
airnow,33.217046,-117.396249,pm2.5
airnow,32.578165,-116.921374,pm2.5
airnow,32.845709,-117.123964,pm2.5
airnow,32.985428,-117.082198,pm2.5
airnow,32.789565,-116.944308,pm2.5
airnow,32.552824,-117.047345,pm2.5
airnow,32.710177,-117.142665,pm2.5
airnow,33.362593,-117.09023,pm2.5
airnow,37.961578,-121.281414,pm2.5
airnow,37.793392,-121.247874,pm2.5
airnow,35.02083,-120.56388,pm2.5
airnow,35.04673,-120.58777,pm2.5
airnow,35.259502,-120.64472,pm2.5
airnow,35.49453,-120.66617,pm2.5
airnow,37.482934,-122.20337,pm2.5
airnow,34.427775,-119.691218,pm2.5
airnow,34.890667,-120.432844,pm2.5
airnow,34.63782,-120.4575,pm2.5
airnow,34.44551,-119.8284,pm2.5
airnow,34.605819,-120.075069,pm2.5
airnow,34.39424,-119.514721,pm2.5
airnow,36.999571,-121.574684,pm2.5
airnow,37.348497,-121.894898,pm2.5
airnow,37.338135,-121.849783,pm2.5
airnow,36.98332,-121.98822,pm2.5
airnow,37.06315,-122.083092,pm2.5
airnow,40.55013,-122.38092,pm2.5
airnow,41.726892,-122.633579,pm2.5
airnow,38.102507,-122.237976,pm2.5
airnow,38.403765,-122.818294,pm2.5
airnow,37.642165,-120.994212,pm2.5
airnow,37.488317,-120.836008,pm2.5
airnow,39.138773,-121.618549,pm2.5
airnow,40.17093,-122.25556,pm2.5
airnow,36.48947,-118.82915,pm2.5
airnow,36.30815,-119.3129,pm2.5
airnow,34.210169,-118.870509,pm2.5
airnow,34.404281,-118.80998,pm2.5
airnow,34.44806,-119.2313,pm2.5
airnow,34.276316,-118.683685,pm2.5
airnow,34.25239,-119.143182,pm2.5
airnow,38.66121,-121.73269,pm2.5
airnow,39.8281,-104.93647,pm2.5
airnow,39.838119,-104.94984,pm2.5
airnow,37.469391,-105.878691,pm2.5
airnow,39.604399,-105.019526,pm2.5
airnow,40.164576,-105.100856,pm2.5
airnow,40.012969,-105.267212,pm2.5
airnow,39.751184,-104.987625,pm2.5
airnow,39.738578,-104.939925,pm2.5
airnow,39.77949,-105.00518,pm2.5
airnow,39.73217,-105.0153,pm2.5
airnow,39.7861,-104.9886,pm2.5
airnow,39.534488,-105.070358,pm2.5
airnow,38.848014,-104.828564,pm2.5
airnow,39.43806,-108.02611,pm2.5
airnow,40.5506,-106.385,pm2.5
airnow,40.571288,-105.079693,pm2.5
airnow,40.515109,-104.949932,pm2.5
airnow,39.063798,-108.561173,pm2.5
airnow,39.19296,-106.82323,pm2.5
airnow,38.084688,-102.618641,pm2.5
airnow,38.276099,-104.597613,pm2.5
airnow,40.086944,-108.761389,pm2.5
airnow,40.414877,-104.70693,pm2.5
airnow,40.209387,-104.82405,pm2.5
airnow,41.170833,-73.194722,pm2.5
airnow,41.399167,-73.443056,pm2.5
airnow,41.771444,-72.679923,pm2.5
airnow,41.784722,-72.631667,pm2.5
airnow,41.821342,-73.297257,pm2.5
airnow,41.3014,-72.902871,pm2.5
airnow,41.550556,-73.043611,pm2.5
airnow,41.35362,-72.07882,pm2.5
airnow,38.986681,-75.556818,pm2.5
airnow,39.15564,-75.51821,pm2.5
airnow,39.761273,-75.492047,pm2.5
airnow,39.551279,-75.732015,pm2.5
airnow,39.577647,-75.603659,pm2.5
airnow,39.691872,-75.761766,pm2.5
airnow,39.739441,-75.557534,pm2.5
airnow,38.65392,-75.610605,pm2.5
airnow,38.895572,-76.958072,pm2.5
airnow,38.921847,-77.013178,pm2.5
airnow,38.89477,-76.953426,pm2.5
airnow,38.875161,-77.012816,pm2.5
airnow,38.818724,-77.010254,pm2.5
airnow,29.566112,-82.26608,pm2.5
airnow,28.053611,-80.628611,pm2.5
airnow,26.073536,-80.33845,pm2.5
airnow,26.053889,-80.256944,pm2.5
airnow,26.132677,-80.169817,pm2.5
airnow,26.291088,-80.096353,pm2.5
airnow,26.294167,-80.176389,pm2.5
airnow,30.356339,-81.635396,pm2.5
airnow,30.135797,-81.633981,pm2.5
airnow,30.354722,-81.547778,pm2.5
airnow,30.262778,-81.606833,pm2.5
airnow,30.525367,-87.20355,pm2.5
airnow,30.36805,-87.270967,pm2.5
airnow,27.955133,-82.469532,pm2.5
airnow,27.96565,-82.2304,pm2.5
airnow,26.602016,-81.877908,pm2.5
airnow,30.439722,-84.346389,pm2.5
airnow,27.172458,-80.240689,pm2.5
airnow,25.794222,-80.215556,pm2.5
airnow,25.47823,-80.483739,pm2.5
airnow,28.53417,-81.38492,pm2.5
airnow,28.446308,-81.417439,pm2.5
airnow,28.596389,-81.3625,pm2.5
airnow,28.347509,-81.636464,pm2.5
airnow,26.724786,-80.666447,pm2.5
airnow,26.687606,-80.219619,pm2.5
airnow,26.456944,-80.092778,pm2.5
airnow,27.946688,-82.731767,pm2.5
airnow,27.785866,-82.739875,pm2.5
airnow,28.028889,-81.972222,pm2.5
airnow,27.290556,-82.507222,pm2.5
airnow,28.746111,-81.310556,pm2.5
airnow,29.206667,-81.0525,pm2.5
airnow,32.777465,-83.640996,pm2.5
airnow,32.805264,-83.543493,pm2.5
airnow,32.090779,-81.130222,pm2.5
airnow,33.918137,-83.344385,pm2.5
airnow,33.610845,-84.390717,pm2.5
airnow,34.015436,-84.607423,pm2.5
airnow,31.513097,-82.749971,pm2.5
airnow,33.6878,-84.2905,pm2.5
airnow,31.5776,-84.0998,pm2.5
airnow,31.169805,-81.495035,pm2.5
airnow,33.9632,-84.0691,pm2.5
airnow,34.2993,-83.8134,pm2.5
airnow,32.6056,-83.5978,pm2.5
airnow,30.8486,-83.2933,pm2.5
airnow,32.521272,-84.944635,pm2.5
airnow,32.4274,-84.9457,pm2.5
airnow,33.4339,-82.0224,pm2.5
airnow,34.9784,-85.2943,pm2.5
airnow,32.967359,-82.806871,pm2.5
airnow,19.4308,-155.2578,pm2.5
airnow,19.717562,-155.11053,pm2.5
airnow,19.509778,-155.913417,pm2.5
airnow,19.2039,-155.480183,pm2.5
airnow,19.117561,-155.778136,pm2.5
airnow,19.977467,-155.798067,pm2.5
airnow,19.555444,-155.102028,pm2.5
airnow,19.611914,-155.055037,pm2.5
airnow,19.060655,-155.579159,pm2.5
airnow,19.618158,-155.971242,pm2.5
airnow,21.323745,-158.088613,pm2.5
airnow,21.30758,-157.85542,pm2.5
airnow,21.303382,-157.871171,pm2.5
airnow,20.780997,-156.446373,pm2.5
airnow,20.869627,-156.493626,pm2.5
airnow,40.123886,-88.240553,pm2.5
airnow,40.05278,-88.37251,pm2.5
airnow,41.965485,-87.749928,pm2.5
airnow,41.912739,-87.722673,pm2.5
airnow,41.57862,-87.557406,pm2.5
airnow,41.80118,-87.832349,pm2.5
airnow,41.965193,-87.876265,pm2.5
airnow,42.060285,-87.863225,pm2.5
airnow,42.139996,-87.799227,pm2.5
airnow,41.771071,-88.152534,pm2.5
airnow,38.082155,-88.624943,pm2.5
airnow,39.101439,-90.344494,pm2.5
airnow,41.784717,-88.329374,pm2.5
airnow,42.021314,-88.282985,pm2.5
airnow,42.221442,-88.242207,pm2.5
airnow,40.518735,-88.996896,pm2.5
airnow,39.866834,-88.925594,pm2.5
airnow,38.901362,-90.146308,pm2.5
airnow,38.704534,-90.139675,pm2.5
airnow,38.860669,-90.105851,pm2.5
airnow,40.697007,-89.584737,pm2.5
airnow,38.176278,-89.788459,pm2.5
airnow,41.514727,-90.51735,pm2.5
airnow,38.612034,-90.160477,pm2.5
airnow,39.831921,-89.644164,pm2.5
airnow,41.526885,-88.116474,pm2.5
airnow,41.221537,-88.190967,pm2.5
airnow,42.267,-89.08917,pm2.5
airnow,41.081864,-85.088313,pm2.5
airnow,39.237457,-85.891332,pm2.5
airnow,38.288191,-85.741337,pm2.5
airnow,40.203338,-85.387819,pm2.5
airnow,38.391799,-86.929668,pm2.5
airnow,41.657155,-85.968446,pm2.5
airnow,38.317813,-85.833322,pm2.5
airnow,38.985477,-86.990419,pm2.5
airnow,39.960884,-85.939546,pm2.5
airnow,40.009544,-85.52347,pm2.5
airnow,40.481347,-86.109688,pm2.5
airnow,41.606662,-87.304943,pm2.5
airnow,41.653501,-87.435561,pm2.5
airnow,41.594427,-87.495044,pm2.5
airnow,41.707212,-86.891216,pm2.5
airnow,40.125703,-85.652184,pm2.5
airnow,39.810833,-86.114444,pm2.5
airnow,39.788903,-86.214628,pm2.5
airnow,39.787933,-86.13088,pm2.5
airnow,39.159383,-86.504762,pm2.5
airnow,41.6175,-87.199167,pm2.5
airnow,41.69666,-86.214722,pm2.5
airnow,38.17013,-86.987233,pm2.5
airnow,40.431667,-86.8525,pm2.5
airnow,38.013333,-87.577222,pm2.5
airnow,39.485987,-87.401312,pm2.5
airnow,41.169646,-85.629292,pm2.5
airnow,41.823283,-90.211982,pm2.5
airnow,41.657232,-91.503478,pm2.5
airnow,41.97677,-91.68766,pm2.5
airnow,41.603159,-93.643118,pm2.5
airnow,41.667032,-93.599221,pm2.5
airnow,41.530011,-90.587611,pm2.5
airnow,37.775303,-100.03544,pm2.5
airnow,38.838575,-94.746424,pm2.5
airnow,37.67696,-95.47594,pm2.5
airnow,37.702066,-97.314847,pm2.5
airnow,39.024265,-95.711275,pm2.5
airnow,39.342801,-101.702996,pm2.5
airnow,37.47689,-97.366399,pm2.5
airnow,38.770081,-99.763424,pm2.5
airnow,39.117219,-94.635605,pm2.5
airnow,36.60843,-83.73694,pm2.5
airnow,38.45934,-82.64041,pm2.5
airnow,39.021881,-84.47445,pm2.5
airnow,38.23887,-82.9881,pm2.5
airnow,36.91171,-87.323337,pm2.5
airnow,37.771671,-87.055819,pm2.5
airnow,38.06503,-84.49761,pm2.5
airnow,37.705612,-85.852629,pm2.5
airnow,38.06091,-85.89804,pm2.5
airnow,38.22876,-85.65452,pm2.5
airnow,38.1936,-85.7119,pm2.5
airnow,38.182435,-85.574361,pm2.5
airnow,38.23158,-85.82678,pm2.5
airnow,37.08727,-88.60801,pm2.5
airnow,37.28329,-83.20932,pm2.5
airnow,37.4826,-82.53532,pm2.5
airnow,37.09798,-84.61152,pm2.5
airnow,37.04926,-86.21487,pm2.5
airnow,30.262347,-93.284906,pm2.5
airnow,30.227798,-93.579965,pm2.5
airnow,30.461981,-91.179219,pm2.5
airnow,30.041238,-90.272826,pm2.5
airnow,29.900314,-90.109836,pm2.5
airnow,29.996013,-90.11819,pm2.5
airnow,32.509959,-92.046196,pm2.5
airnow,29.943164,-89.97625,pm2.5
airnow,30.500642,-91.213556,pm2.5
airnow,44.089406,-70.214219,pm2.5
airnow,47.355332,-68.321106,pm2.5
airnow,46.698422,-68.038403,pm2.5
airnow,46.682299,-68.016195,pm2.5
airnow,43.677994,-70.256178,pm2.5
airnow,43.660246,-70.268965,pm2.5
airnow,44.37705,-68.2609,pm2.5
airnow,44.312319,-69.786717,pm2.5
airnow,44.551419,-70.546319,pm2.5
airnow,44.817398,-68.772762,pm2.5
airnow,44.963894,-67.061325,pm2.5
airnow,39.460478,-76.633543,pm2.5
airnow,39.702982,-75.864771,pm2.5
airnow,38.587525,-76.141006,pm2.5
airnow,39.70595,-79.012,pm2.5
airnow,39.410191,-76.296946,pm2.5
airnow,39.14313,-76.84611,pm2.5
airnow,39.305021,-75.797317,pm2.5
airnow,39.114313,-77.106876,pm2.5
airnow,39.055277,-76.878333,pm2.5
airnow,39.564178,-77.720244,pm2.5
airnow,39.33746,-76.58905,pm2.5
airnow,42.452299,-73.239648,pm2.5
airnow,42.702223,-73.110414,pm2.5
airnow,41.685707,-71.169235,pm2.5
airnow,42.474642,-70.970816,pm2.5
airnow,42.770837,-71.10229,pm2.5
airnow,42.784792,-71.107028,pm2.5
airnow,42.605816,-72.596689,pm2.5
airnow,42.19438,-72.555112,pm2.5
airnow,42.120229,-72.584503,pm2.5
airnow,42.298493,-72.334079,pm2.5
airnow,42.612085,-71.306986,pm2.5
airnow,42.241229,-70.963346,pm2.5
airnow,42.065106,-71.012129,pm2.5
airnow,42.348873,-71.097163,pm2.5
airnow,42.3295,-71.0826,pm2.5
airnow,42.325186,-71.056061,pm2.5
airnow,42.349954,-71.059194,pm2.5
airnow,42.387222,-71.026111,pm2.5
airnow,42.263955,-71.794322,pm2.5
airnow,42.767786,-86.148577,pm2.5
airnow,43.571391,-83.890721,pm2.5
airnow,43.047224,-83.670159,pm2.5
airnow,42.76138,-84.562867,pm2.5
airnow,42.278067,-85.54189,pm2.5
airnow,42.984173,-85.671339,pm2.5
airnow,42.885368,-85.679765,pm2.5
airnow,41.995568,-83.946559,pm2.5
airnow,42.731394,-82.793463,pm2.5
airnow,44.307,-86.242649,pm2.5
airnow,46.518119,-87.521557,pm2.5
airnow,44.310555,-84.891865,pm2.5
airnow,42.463063,-83.183199,pm2.5
airnow,42.894444,-85.852778,pm2.5
airnow,42.953336,-82.456229,pm2.5
airnow,46.288877,-85.950227,pm2.5
airnow,42.240556,-83.599722,pm2.5
airnow,42.228611,-83.208333,pm2.5
airnow,42.302778,-83.106667,pm2.5
airnow,42.43084,-83.000138,pm2.5
airnow,42.306666,-83.148889,pm2.5
airnow,42.385998,-83.266189,pm2.5
airnow,42.261669,-83.157893,pm2.5
airnow,42.312158,-83.091943,pm2.5
airnow,42.295824,-83.129431,pm2.5
airnow,42.312078,-83.103469,pm2.5
airnow,42.388405,-82.979793,pm2.5
airnow,45.13768,-93.207615,pm2.5
airnow,46.851811,-95.846272,pm2.5
airnow,47.878159,-95.029172,pm2.5
airnow,44.1364,-93.9813,pm2.5
airnow,46.713694,-92.511722,pm2.5
airnow,47.38443,-94.60166,pm2.5
airnow,47.972085,-89.69098,pm2.5
airnow,46.39674,-94.1303,pm2.5
airnow,44.73846,-93.23725,pm2.5
airnow,44.706123,-93.285803,pm2.5
airnow,44.965242,-93.254759,pm2.5
airnow,44.95366,-93.25821,pm2.5
airnow,44.95208,-93.24428,pm2.5
airnow,47.948622,-91.495574,pm2.5
airnow,44.4438,-95.81789,pm2.5
airnow,43.996908,-92.450366,pm2.5
airnow,44.95939,-93.03587,pm2.5
airnow,47.523355,-92.536305,pm2.5
airnow,46.81826,-92.08936,pm2.5
airnow,46.743657,-92.165998,pm2.5
airnow,44.791437,-93.512534,pm2.5
airnow,45.549839,-94.13345,pm2.5
airnow,45.20916,-93.66921,pm2.5
airnow,33.750838,-90.734175,pm2.5
airnow,34.82056,-89.98778,pm2.5
airnow,31.32389,-89.2922,pm2.5
airnow,30.300833,-89.395916,pm2.5
airnow,30.390369,-89.049778,pm2.5
airnow,32.329111,-90.182722,pm2.5
airnow,32.346722,-90.225667,pm2.5
airnow,30.378287,-88.53393,pm2.5
airnow,39.741694,-94.858584,pm2.5
airnow,38.75961,-94.57983,pm2.5
airnow,37.70097,-94.03474,pm2.5
airnow,39.303174,-94.377014,pm2.5
airnow,37.256137,-93.299894,pm2.5
airnow,39.104686,-94.57079,pm2.5
airnow,38.44853,-90.3986,pm2.5
airnow,38.650329,-90.350313,pm2.5
airnow,38.542551,-90.263711,pm2.5
airnow,38.656429,-90.198348,pm2.5
airnow,38.656479,-90.189868,pm2.5
airnow,38.63114,-90.28115,pm2.5
airnow,45.206448,-112.64251,pm2.5
airnow,46.411389,-105.812778,pm2.5
airnow,47.12072,-104.75168,pm2.5
airnow,47.048537,-109.455315,pm2.5
airnow,48.363694,-114.189272,pm2.5
airnow,44.657014,-111.089618,pm2.5
airnow,48.607406,-112.36384,pm2.5
airnow,48.540373,-109.684432,pm2.5
airnow,46.8505,-111.987164,pm2.5
airnow,46.658762,-112.013089,pm2.5
airnow,48.391545,-115.553309,pm2.5
airnow,46.842181,-114.021499,pm2.5
airnow,47.012907,-114.224273,pm2.5
airnow,48.317507,-107.862471,pm2.5
airnow,46.243621,-114.158889,pm2.5
airnow,47.8679,-104.676944,pm2.5
airnow,46.002602,-112.501247,pm2.5
airnow,47.820308,-112.193636,pm2.5
airnow,45.806311,-108.425978,pm2.5
airnow,41.247486,-95.973142,pm2.5
airnow,41.197847,-96.056686,pm2.5
airnow,40.285,-96.824166,pm2.5
airnow,40.915555,-98.378888,pm2.5
airnow,41.133294,-95.956103,pm2.5
airnow,41.876853,-103.656561,pm2.5
airnow,41.551211,-96.146175,pm2.5
airnow,36.815897,-114.050347,pm2.5
airnow,36.106389,-115.253333,pm2.5
airnow,36.004733,-115.268517,pm2.5
airnow,36.16976,-115.263038,pm2.5
airnow,36.173415,-115.332728,pm2.5
airnow,36.270592,-115.238282,pm2.5
airnow,36.048705,-115.052942,pm2.5
airnow,35.987908,-115.148885,pm2.5
airnow,36.141875,-115.078742,pm2.5
airnow,36.163962,-115.11393,pm2.5
airnow,35.969848,-114.835007,pm2.5
airnow,35.785665,-115.357087,pm2.5
airnow,36.139707,-115.175654,pm2.5
airnow,36.214465,-115.091437,pm2.5
airnow,38.897557,-119.732507,pm2.5
airnow,39.399837,-119.739606,pm2.5
airnow,39.521933,-119.7954,pm2.5
airnow,39.540917,-119.746761,pm2.5
airnow,39.621434,-119.71877,pm2.5
airnow,39.1447,-119.7661,pm2.5
airnow,43.566122,-71.496335,pm2.5
airnow,43.52496,-71.466336,pm2.5
airnow,42.930521,-72.272332,pm2.5
airnow,43.629605,-72.309499,pm2.5
airnow,42.86183,-71.878626,pm2.5
airnow,43.075371,-70.748017,pm2.5
airnow,42.862531,-71.38014,pm2.5
airnow,39.464872,-74.448736,pm2.5
airnow,39.36326,-74.431,pm2.5
airnow,40.85355,-73.96618,pm2.5
airnow,39.934559,-75.125219,pm2.5
airnow,39.923969,-75.122317,pm2.5
airnow,39.989036,-75.050008,pm2.5
airnow,39.422273,-75.025204,pm2.5
airnow,39.800339,-75.212119,pm2.5
airnow,40.770908,-74.036218,pm2.5
airnow,40.725413,-74.052293,pm2.5
airnow,40.515262,-74.806671,pm2.5
airnow,40.283092,-74.742613,pm2.5
airnow,40.222411,-74.763167,pm2.5
airnow,40.462182,-74.429439,pm2.5
airnow,40.787628,-74.676301,pm2.5
airnow,39.994908,-74.170447,pm2.5
airnow,40.918381,-74.168092,pm2.5
airnow,40.64144,-74.208365,pm2.5
airnow,40.603943,-74.276174,pm2.5
airnow,40.92458,-75.067815,pm2.5
airnow,35.1343,-106.5852,pm2.5
airnow,35.1443,-106.60468,pm2.5
airnow,35.01708,-106.65739,pm2.5
airnow,35.1852,-106.50815,pm2.5
airnow,35.19324,-106.613815,pm2.5
airnow,35.063569,-106.647503,pm2.5
airnow,32.003712,-106.599715,pm2.5
airnow,31.796218,-106.584434,pm2.5
airnow,31.787885,-106.683324,pm2.5
airnow,32.322037,-106.768337,pm2.5
airnow,32.726656,-103.122917,pm2.5
airnow,35.61975,-106.07968,pm2.5
airnow,36.383359,-105.5839,pm2.5
airnow,42.64225,-73.75464,pm2.5
airnow,40.816,-73.902,pm2.5
airnow,40.81551,-73.88553,pm2.5
airnow,42.876907,-78.809526,pm2.5
airnow,44.39308,-73.8589,pm2.5
airnow,40.64182,-74.01871,pm2.5
airnow,40.69454,-73.92769,pm2.5
airnow,43.145013,-77.55728,pm2.5
airnow,43.14618,-77.54817,pm2.5
airnow,43.05235,-76.05921,pm2.5
airnow,40.73614,-73.82153,pm2.5
airnow,40.739264,-73.817694,pm2.5
airnow,42.09142,-77.20978,pm2.5
airnow,35.6062,-82.5844,pm2.5
airnow,35.728889,-81.365556,pm2.5
airnow,35.041416,-78.953112,pm2.5
airnow,35.8145,-80.2627,pm2.5
airnow,36.032955,-78.904037,pm2.5
airnow,36.11094,-80.224501,pm2.5
airnow,36.026612,-80.341962,pm2.5
airnow,36.109006,-79.802314,pm2.5
airnow,35.59095,-78.4622,pm2.5
airnow,35.2401,-80.785683,pm2.5
airnow,35.213171,-80.874084,pm2.5
airnow,35.281791,-80.851473,pm2.5
airnow,35.912487,-82.062082,pm2.5
airnow,35.263165,-79.836636,pm2.5
airnow,34.364167,-77.838611,pm2.5
airnow,36.511708,-77.655389,pm2.5
airnow,35.641276,-77.360126,pm2.5
airnow,35.551868,-80.395039,pm2.5
airnow,35.434767,-83.442133,pm2.5
airnow,35.856111,-78.574167,pm2.5
airnow,35.8652,-78.8197,pm2.5
airnow,46.8943,-103.37853,pm2.5
airnow,48.64193,-102.4018,pm2.5
airnow,46.825425,-100.76821,pm2.5
airnow,46.933754,-96.85535,pm2.5
airnow,47.342423,-102.645864,pm2.5
airnow,47.5812,-103.2995,pm2.5
airnow,47.298611,-101.766944,pm2.5
airnow,47.185833,-101.428056,pm2.5
airnow,47.940861,-101.571583,pm2.5
airnow,40.770944,-84.0539,pm2.5
airnow,39.442165,-81.908827,pm2.5
airnow,39.9679,-80.7464,pm2.5
airnow,39.49072,-84.36374,pm2.5
airnow,39.479822,-84.409617,pm2.5
airnow,39.472436,-84.394952,pm2.5
airnow,39.478686,-84.397112,pm2.5
airnow,39.92882,-83.80949,pm2.5
airnow,41.55523,-81.575256,pm2.5
airnow,41.477011,-81.682383,pm2.5
airnow,41.471782,-81.656792,pm2.5
airnow,41.492117,-81.678449,pm2.5
airnow,41.446624,-81.662356,pm2.5
airnow,41.44013,-81.494833,pm2.5
airnow,40.002707,-82.994424,pm2.5
airnow,40.11107,-83.065415,pm2.5
airnow,39.91251,-83.01159,pm2.5
airnow,40.0877,-82.959773,pm2.5
airnow,39.2787,-84.36625,pm2.5
airnow,39.19433,-84.478974,pm2.5
airnow,39.12886,-84.50404,pm2.5
airnow,39.10492,-84.55117,pm2.5
airnow,39.146025,-84.538375,pm2.5
airnow,40.3663,-80.6158,pm2.5
airnow,41.726811,-81.242156,pm2.5
airnow,38.508075,-82.659241,pm2.5
airnow,41.644067,-83.54616,pm2.5
airnow,41.62057,-83.64226,pm2.5
airnow,41.679867,-83.4785,pm2.5
airnow,41.106182,-80.640576,pm2.5
airnow,41.0604,-81.9239,pm2.5
airnow,39.755969,-84.198674,pm2.5
airnow,39.83562,-84.720524,pm2.5
airnow,38.754599,-82.91701,pm2.5
airnow,38.59246,-82.80677,pm2.5
airnow,40.786804,-81.394153,pm2.5
airnow,40.800717,-81.373,pm2.5
airnow,41.063526,-81.468956,pm2.5
airnow,41.23172,-80.80116,pm2.5
airnow,35.750735,-94.669697,pm2.5
airnow,34.244189,-97.462931,pm2.5
airnow,35.320105,-97.484099,pm2.5
airnow,34.63298,-98.42879,pm2.5
airnow,36.158414,-98.931973,pm2.5
airnow,36.697186,-97.08135,pm2.5
airnow,35.50307,-97.577981,pm2.5
airnow,35.614131,-97.475083,pm2.5
airnow,36.922222,-94.838889,pm2.5
airnow,36.985702,-94.83931,pm2.5
airnow,34.885608,-95.78441,pm2.5
airnow,35.953708,-96.004975,pm2.5
airnow,36.204902,-95.976537,pm2.5
airnow,36.908115,-95.88235,pm2.5
airnow,44.299787,-120.844773,pm2.5
airnow,44.063916,-121.312554,pm2.5
airnow,43.58925,-119.04872,pm2.5
airnow,42.3324,-122.8891,pm2.5
airnow,42.434139,-123.348466,pm2.5
airnow,42.190296,-121.731369,pm2.5
airnow,42.189215,-120.353969,pm2.5
airnow,44.067224,-123.141352,pm2.5
airnow,44.026312,-123.083737,pm2.5
airnow,44.1158,-123.1211,pm2.5
airnow,44.076365,-123.0369,pm2.5
airnow,43.744352,-122.480487,pm2.5
airnow,43.799501,-123.053487,pm2.5
airnow,44.943114,-123.005934,pm2.5
airnow,45.496641,-122.602877,pm2.5
airnow,45.528501,-122.972398,pm2.5
airnow,45.3992,-122.7455,pm2.5
airnow,39.92002,-77.30968,pm2.5
airnow,40.50084,-80.066488,pm2.5
airnow,40.46542,-79.960757,pm2.5
airnow,40.323768,-79.868062,pm2.5
airnow,40.402328,-79.860973,pm2.5
airnow,40.43743,-79.863572,pm2.5
airnow,40.294341,-79.885331,pm2.5
airnow,40.814183,-79.56475,pm2.5
airnow,40.691857,-80.299211,pm2.5
airnow,40.747796,-80.316442,pm2.5
airnow,40.38335,-75.9686,pm2.5
airnow,40.535278,-78.370833,pm2.5
airnow,41.705226,-76.512726,pm2.5
airnow,40.309722,-78.915,pm2.5
airnow,40.811389,-77.877028,pm2.5
airnow,39.834461,-75.768242,pm2.5
airnow,40.246528,-77.18675,pm2.5
airnow,40.246992,-76.846988,pm2.5
airnow,40.272222,-76.681389,pm2.5
airnow,39.835556,-75.3725,pm2.5
airnow,39.818715,-75.413973,pm2.5
airnow,42.14175,-80.038611,pm2.5
airnow,39.917663,-79.805499,pm2.5
airnow,39.80933,-80.26567,pm2.5
airnow,40.56333,-78.919972,pm2.5
airnow,41.442778,-75.623056,pm2.5
airnow,40.046667,-76.283333,pm2.5
airnow,40.043833,-76.1124,pm2.5
airnow,40.338516,-76.394788,pm2.5
airnow,40.611944,-75.4325,pm2.5
airnow,41.266263,-77.231189,pm2.5
airnow,41.215014,-80.484779,pm2.5
airnow,40.112222,-75.309167,pm2.5
airnow,40.628056,-75.341111,pm2.5
airnow,40.008889,-75.09778,pm2.5
airnow,39.991389,-75.080833,pm2.5
airnow,39.922867,-75.186921,pm2.5
airnow,39.960048,-75.142614,pm2.5
airnow,40.054171,-74.985166,pm2.5
airnow,39.988842,-75.207205,pm2.5
airnow,41.867331,-75.686219,pm2.5
airnow,41.644722,-76.939167,pm2.5
airnow,40.146667,-79.902222,pm2.5
airnow,40.445278,-80.420833,pm2.5
airnow,40.268963,-80.243995,pm2.5
airnow,40.304694,-79.505667,pm2.5
airnow,41.605244,-75.95774,pm2.5
airnow,39.965278,-76.699444,pm2.5
airnow,41.615237,-71.72,pm2.5
airnow,41.807469,-71.412968,pm2.5
airnow,41.874668,-71.379971,pm2.5
airnow,41.771987,-71.427881,pm2.5
airnow,41.841039,-71.36097,pm2.5
airnow,41.49511,-71.423705,pm2.5
airnow,32.84755,-79.96516,pm2.5
airnow,32.941023,-79.657187,pm2.5
airnow,34.615367,-80.198787,pm2.5
airnow,33.739963,-81.853635,pm2.5
airnow,34.214263,-79.767347,pm2.5
airnow,34.843895,-82.414585,pm2.5
airnow,33.8005,-78.9941,pm2.5
airnow,34.093959,-80.962304,pm2.5
